neighborhoud_id,neighborhoud_name,shape id,point id,longitude,latitude,,,,,,,,,
27,West End,26,26,-123.1348808,49.29584757,,,,,,,,,
27,West End,26,27,-123.1351976,49.29557691,,,,,,,,,
27,West End,26,28,-123.1366803,49.29463647,,,,,,,,,
27,West End,26,29,-123.1305102,49.29063539,,,,,,,,,
27,West End,26,30,-123.1312317,49.2901613,,,,,,,,,
27,West End,26,31,-123.1217424,49.28403015,,,,,,,,,
27,West End,26,32,-123.1324526,49.27698179,,,,,,,,,
7,Fairview,27,0,-123.1148456,49.27122788,,,,,,,,,
7,Fairview,27,1,-123.1151287,49.25682253,,,,,,,,,
7,Fairview,27,2,-123.1318521,49.25717213,,,,,,,,,
7,Fairview,27,3,-123.1339495,49.2578443,,,,,,,,,
7,Fairview,27,4,-123.1361369,49.25798421,,,,,,,,,
7,Fairview,27,5,-123.1372983,49.2577034,,,,,,,,,
7,Fairview,27,6,-123.1387098,49.25706488,,,,,,,,,
7,Fairview,27,7,-123.1459988,49.25719054,,,,,,,,,
7,Fairview,27,8,-123.1454272,49.2722479,,,,,,,,,
7,Fairview,27,9,-123.1446762,49.27301792,,,,,,,,,
7,Fairview,27,10,-123.1377454,49.2752579,,,,,,,,,
7,Fairview,27,11,-123.1300206,49.2701898,,,,,,,,,
7,Fairview,27,12,-123.1258858,49.26880691,,,,,,,,,
2,Kitsilano,28,0,-123.1377453,49.27526112,,,,,,,,,
2,Kitsilano,28,1,-123.1422762,49.27921612,,,,,,,,,
2,Kitsilano,28,2,-123.1480483,49.27988804,,,,,,,,,
2,Kitsilano,28,3,-123.1525974,49.27820823,,,,,,,,,
2,Kitsilano,28,4,-123.1565241,49.27403644,,,,,,,,,
2,Kitsilano,28,5,-123.1641985,49.27475531,,,,,,,,,
2,Kitsilano,28,6,-123.1677175,49.27273932,,,,,,,,,
2,Kitsilano,28,7,-123.1747342,49.2722073,,,,,,,,,
2,Kitsilano,28,8,-123.1811715,49.27331332,,,,,,,,,
2,Kitsilano,28,9,-123.185506,49.27369132,,,,,,,,,
2,Kitsilano,28,10,-123.1859351,49.26117054,,,,,,,,,
2,Kitsilano,28,11,-123.1839636,49.2597573,,,,,,,,,
2,Kitsilano,28,12,-123.1840065,49.25795426,,,,,,,,,
2,Kitsilano,28,13,-123.1804928,49.2579105,,,,,,,,,
2,Kitsilano,28,14,-123.1805143,49.25793675,,,,,,,,,
2,Kitsilano,28,15,-123.1528881,49.25729252,,,,,,,,,
2,Kitsilano,28,16,-123.1528774,49.25732053,,,,,,,,,
2,Kitsilano,28,17,-123.1459978,49.25718987,,,,,,,,,
2,Kitsilano,28,18,-123.145427,49.27224807,,,,,,,,,
2,Kitsilano,28,19,-123.1446757,49.27301814,,,,,,,,,
1,Point Grey,29,0,-123.1855042,49.27369922,,,,,,,,,
1,Point Grey,29,1,-123.1888999,49.27340172,,,,,,,,,
1,Point Grey,29,2,-123.1934939,49.27289751,,,,,,,,,
1,Point Grey,29,3,-123.1956182,49.27307952,,,,,,,,,
1,Point Grey,29,4,-123.1963478,49.27470351,,,,,,,,,
1,Point Grey,29,5,-123.2021843,49.27698541,,,,,,,,,
1,Point Grey,29,6,-123.2095013,49.27603346,,,,,,,,,
1,Point Grey,29,7,-123.2126985,49.27771335,,,,,,,,,
1,Point Grey,29,8,-123.2237063,49.27877725,,,,,,,,,
1,Point Grey,29,9,-123.2241784,49.27631345,,,,,,,,,
1,Point Grey,29,10,-123.2246504,49.27460551,,,,,,,,,
1,Point Grey,29,11,-123.2248221,49.27291151,,,,,,,,,
1,Point Grey,29,12,-123.2245002,49.2722815,,,,,,,,,
1,Point Grey,29,13,-123.2228909,49.27104945,,,,,,,,,
1,Point Grey,29,14,-123.2227836,49.27068543,,,,,,,,,
1,Point Grey,29,15,-123.2233844,49.26854326,,,,,,,,,
1,Point Grey,29,16,-123.2195826,49.26894537,,,,,,,,,
1,Point Grey,29,17,-123.2195611,49.26720918,,,,,,,,,
1,Point Grey,29,18,-123.2172222,49.2673562,,,,,,,,,
1,Point Grey,29,19,-123.2150658,49.2673702,,,,,,,,,
1,Point Grey,29,20,-123.2153964,49.25836612,,,,,,,,,
1,Point Grey,29,21,-123.1840015,49.25795261,,,,,,,,,
1,Point Grey,29,22,-123.1839586,49.25975565,,,,,,,,,
1,Point Grey,29,23,-123.1859401,49.26117082,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
